LC,total_area,caribou_density,season,pft,year,weighted_area
Sparsely vegetated,539259300,Low,autumn,Deciduous shrubs,weighted_area_end,57002823
Sparsely vegetated,539259300,Low,autumn,Evergreen shrubs,weighted_area_start,124441569
Sparsely vegetated,539259300,Low,autumn,Evergreen shrubs,weighted_area_end,126124956
Sparsely vegetated,539259300,Low,autumn,Forbs,weighted_area_start,5957577
Sparsely vegetated,539259300,Low,autumn,Forbs,weighted_area_end,5668857
Sparsely vegetated,539259300,Low,autumn,Alder,weighted_area_start,70092
Sparsely vegetated,539259300,Low,autumn,Alder,weighted_area_end,424674
Sparsely vegetated,539259300,Low,autumn,Birch,weighted_area_start,20008458
Sparsely vegetated,539259300,Low,autumn,Birch,weighted_area_end,25642422
Sparsely vegetated,539259300,Low,autumn,Graminoids,weighted_area_start,33965568
Sparsely vegetated,539259300,Low,autumn,Graminoids,weighted_area_end,35360874
Sparsely vegetated,539259300,Low,autumn,Willow,weighted_area_start,14859936
Sparsely vegetated,539259300,Low,autumn,Willow,weighted_area_end,15578838
Sparsely vegetated,539259300,Low,autumn,Lichens,weighted_area_start,84873231
Sparsely vegetated,539259300,Low,autumn,Lichens,weighted_area_end,86149647
Fen,653639400,Low,autumn,Deciduous shrubs,weighted_area_start,223551576
Fen,653639400,Low,autumn,Deciduous shrubs,weighted_area_end,240067521
Fen,653639400,Low,autumn,Evergreen shrubs,weighted_area_start,102075876
Fen,653639400,Low,autumn,Evergreen shrubs,weighted_area_end,105934806
Fen,653639400,Low,autumn,Forbs,weighted_area_start,846918
Fen,653639400,Low,autumn,Forbs,weighted_area_end,1521027
Fen,653639400,Low,autumn,Alder,weighted_area_start,5618331
Fen,653639400,Low,autumn,Alder,weighted_area_end,12221775
Fen,653639400,Low,autumn,Birch,weighted_area_start,136565001
Fen,653639400,Low,autumn,Birch,weighted_area_end,145539297
Fen,653639400,Low,autumn,Graminoids,weighted_area_start,54748755
Fen,653639400,Low,autumn,Graminoids,weighted_area_end,45619803
Fen,653639400,Low,autumn,Willow,weighted_area_start,51856092
Fen,653639400,Low,autumn,Willow,weighted_area_end,47707848
Fen,653639400,Low,autumn,Lichens,weighted_area_start,67544028
Fen,653639400,Low,autumn,Lichens,weighted_area_end,59812479
Bog,32400,Low,autumn,Deciduous shrubs,weighted_area_start,4176
Bog,32400,Low,autumn,Deciduous shrubs,weighted_area_end,7929
Bog,32400,Low,autumn,Evergreen shrubs,weighted_area_start,4545
Bog,32400,Low,autumn,Evergreen shrubs,weighted_area_end,4500
Bog,32400,Low,autumn,Forbs,weighted_area_start,63
Bog,32400,Low,autumn,Forbs,weighted_area_end,144
Bog,32400,Low,autumn,Alder,weighted_area_start,927
Bog,32400,Low,autumn,Alder,weighted_area_end,1764
Bog,32400,Low,autumn,Birch,weighted_area_start,1953
Bog,32400,Low,autumn,Birch,weighted_area_end,2880
Bog,32400,Low,autumn,Graminoids,weighted_area_start,837
Bog,32400,Low,autumn,Graminoids,weighted_area_end,1125
Bog,32400,Low,autumn,Willow,weighted_area_start,1152
Bog,32400,Low,autumn,Willow,weighted_area_end,1404
Bog,32400,Low,autumn,Lichens,weighted_area_start,2637
Bog,32400,Low,autumn,Lichens,weighted_area_end,2673
Barren,204144300,Low,autumn,Deciduous shrubs,weighted_area_start,12282741
Barren,204144300,Low,autumn,Deciduous shrubs,weighted_area_end,15071553
Barren,204144300,Low,autumn,Evergreen shrubs,weighted_area_start,41400720
Barren,204144300,Low,autumn,Evergreen shrubs,weighted_area_end,42112764
Barren,204144300,Low,autumn,Forbs,weighted_area_start,1944666
Barren,204144300,Low,autumn,Forbs,weighted_area_end,1559241
Barren,204144300,Low,autumn,Alder,weighted_area_start,64881
Barren,204144300,Low,autumn,Alder,weighted_area_end,202797
Barren,204144300,Low,autumn,Birch,weighted_area_start,7182918
Barren,204144300,Low,autumn,Birch,weighted_area_end,8775945
Barren,204144300,Low,autumn,Graminoids,weighted_area_start,7408062
Barren,204144300,Low,autumn,Graminoids,weighted_area_end,8250102
Barren,204144300,Low,autumn,Willow,weighted_area_start,4360662
Barren,204144300,Low,autumn,Willow,weighted_area_end,4261734
Barren,204144300,Low,autumn,Lichens,weighted_area_start,33767829
Barren,204144300,Low,autumn,Lichens,weighted_area_end,33890445
Evergreen forest,128682000,Medium,autumn,Deciduous shrubs,weighted_area_start,30306222
Evergreen forest,128682000,Medium,autumn,Deciduous shrubs,weighted_area_end,34488738
Evergreen forest,128682000,Medium,autumn,Evergreen shrubs,weighted_area_start,16189578
Evergreen forest,128682000,Medium,autumn,Evergreen shrubs,weighted_area_end,15872193
Evergreen forest,128682000,Medium,autumn,Forbs,weighted_area_start,483912
Evergreen forest,128682000,Medium,autumn,Forbs,weighted_area_end,621432
Evergreen forest,128682000,Medium,autumn,Alder,weighted_area_start,4932459
Evergreen forest,128682000,Medium,autumn,Alder,weighted_area_end,7511499
Evergreen forest,128682000,Medium,autumn,Birch,weighted_area_start,10998783
Evergreen forest,128682000,Medium,autumn,Birch,weighted_area_end,12568599
Evergreen forest,128682000,Medium,autumn,Graminoids,weighted_area_start,949860
Evergreen forest,128682000,Medium,autumn,Graminoids,weighted_area_end,942525
Evergreen forest,128682000,Medium,autumn,Willow,weighted_area_start,9068832
Evergreen forest,128682000,Medium,autumn,Willow,weighted_area_end,8789049
Evergreen forest,128682000,Medium,autumn,Lichens,weighted_area_start,15562449
Evergreen forest,128682000,Medium,autumn,Lichens,weighted_area_end,11594808
Deciduous forest,12600,Medium,autumn,Deciduous shrubs,weighted_area_start,4833
Deciduous forest,12600,Medium,autumn,Deciduous shrubs,weighted_area_end,4878
Deciduous forest,12600,Medium,autumn,Evergreen shrubs,weighted_area_start,1863
Deciduous forest,12600,Medium,autumn,Evergreen shrubs,weighted_area_end,2016
Deciduous forest,12600,Medium,autumn,Forbs,weighted_area_start,36
Deciduous forest,12600,Medium,autumn,Forbs,weighted_area_end,153
Deciduous forest,12600,Medium,autumn,Alder,weighted_area_start,666
Deciduous forest,12600,Medium,autumn,Alder,weighted_area_end,954
Deciduous forest,12600,Medium,autumn,Birch,weighted_area_start,2052
Deciduous forest,12600,Medium,autumn,Birch,weighted_area_end,2115
Deciduous forest,12600,Medium,autumn,Graminoids,weighted_area_start,243
Deciduous forest,12600,Medium,autumn,Graminoids,weighted_area_end,216
Deciduous forest,12600,Medium,autumn,Willow,weighted_area_start,1098
Deciduous forest,12600,Medium,autumn,Willow,weighted_area_end,846
Deciduous forest,12600,Medium,autumn,Lichens,weighted_area_start,1008
Deciduous forest,12600,Medium,autumn,Lichens,weighted_area_end,945
Mixed forest,2891700,Medium,autumn,Deciduous shrubs,weighted_area_start,1320111
Mixed forest,2891700,Medium,autumn,Deciduous shrubs,weighted_area_end,1425996
Mixed forest,2891700,Medium,autumn,Evergreen shrubs,weighted_area_start,437742
Mixed forest,2891700,Medium,autumn,Evergreen shrubs,weighted_area_end,423783
Mixed forest,2891700,Medium,autumn,Forbs,weighted_area_start,41643
Mixed forest,2891700,Medium,autumn,Forbs,weighted_area_end,44541
Mixed forest,2891700,Medium,autumn,Alder,weighted_area_start,158004
Mixed forest,2891700,Medium,autumn,Alder,weighted_area_end,269388
Mixed forest,2891700,Medium,autumn,Birch,weighted_area_start,541872
Mixed forest,2891700,Medium,autumn,Birch,weighted_area_end,628263
Mixed forest,2891700,Medium,autumn,Graminoids,weighted_area_start,134280
Mixed forest,2891700,Medium,autumn,Graminoids,weighted_area_end,109728
Mixed forest,2891700,Medium,autumn,Willow,weighted_area_start,316404
Mixed forest,2891700,Medium,autumn,Willow,weighted_area_end,286488
Mixed forest,2891700,Medium,autumn,Lichens,weighted_area_start,187290
Mixed forest,2891700,Medium,autumn,Lichens,weighted_area_end,131661
Woodland,2546571600,Medium,autumn,Deciduous shrubs,weighted_area_start,634496211
Woodland,2546571600,Medium,autumn,Deciduous shrubs,weighted_area_end,728244675
Woodland,2546571600,Medium,autumn,Evergreen shrubs,weighted_area_start,377159103
Woodland,2546571600,Medium,autumn,Evergreen shrubs,weighted_area_end,366788268
Woodland,2546571600,Medium,autumn,Forbs,weighted_area_start,8510283
Woodland,2546571600,Medium,autumn,Forbs,weighted_area_end,11520702
Woodland,2546571600,Medium,autumn,Alder,weighted_area_start,70676046
Woodland,2546571600,Medium,autumn,Alder,weighted_area_end,124068654
Woodland,2546571600,Medium,autumn,Birch,weighted_area_start,277534170
Woodland,2546571600,Medium,autumn,Birch,weighted_area_end,306583641
Woodland,2546571600,Medium,autumn,Graminoids,weighted_area_start,93453012
Woodland,2546571600,Medium,autumn,Graminoids,weighted_area_end,67696407
Woodland,2546571600,Medium,autumn,Willow,weighted_area_start,171093915
Woodland,2546571600,Medium,autumn,Willow,weighted_area_end,168545079
Woodland,2546571600,Medium,autumn,Lichens,weighted_area_start,297021798
Woodland,2546571600,Medium,autumn,Lichens,weighted_area_end,223801245
Low shrub,1335353400,Medium,autumn,Deciduous shrubs,weighted_area_start,419039019
Low shrub,1335353400,Medium,autumn,Deciduous shrubs,weighted_area_end,461484801
Low shrub,1335353400,Medium,autumn,Evergreen shrubs,weighted_area_start,230909382
Low shrub,1335353400,Medium,autumn,Evergreen shrubs,weighted_area_end,225160371
Low shrub,1335353400,Medium,autumn,Forbs,weighted_area_start,6264459
Low shrub,1335353400,Medium,autumn,Forbs,weighted_area_end,9041157
Low shrub,1335353400,Medium,autumn,Alder,weighted_area_start,17046864
Low shrub,1335353400,Medium,autumn,Alder,weighted_area_end,33982911
Low shrub,1335353400,Medium,autumn,Birch,weighted_area_start,235626138
Low shrub,1335353400,Medium,autumn,Birch,weighted_area_end,259955064
Low shrub,1335353400,Medium,autumn,Graminoids,weighted_area_start,136113048
Low shrub,1335353400,Medium,autumn,Graminoids,weighted_area_end,105783228
Low shrub,1335353400,Medium,autumn,Willow,weighted_area_start,94854492
Low shrub,1335353400,Medium,autumn,Willow,weighted_area_end,95201154
Low shrub,1335353400,Medium,autumn,Lichens,weighted_area_start,117118152
Low shrub,1335353400,Medium,autumn,Lichens,weighted_area_end,93491631
Tall shrub,260702100,Medium,autumn,Deciduous shrubs,weighted_area_start,120508146
Tall shrub,260702100,Medium,autumn,Deciduous shrubs,weighted_area_end,130860729
Tall shrub,260702100,Medium,autumn,Evergreen shrubs,weighted_area_start,36340290
Tall shrub,260702100,Medium,autumn,Evergreen shrubs,weighted_area_end,35509023
Tall shrub,260702100,Medium,autumn,Forbs,weighted_area_start,3540888
Tall shrub,260702100,Medium,autumn,Forbs,weighted_area_end,4366368
Tall shrub,260702100,Medium,autumn,Alder,weighted_area_start,3844404
Tall shrub,260702100,Medium,autumn,Alder,weighted_area_end,10019502
Tall shrub,260702100,Medium,autumn,Birch,weighted_area_start,60695712
Tall shrub,260702100,Medium,autumn,Birch,weighted_area_end,69927399
Tall shrub,260702100,Medium,autumn,Graminoids,weighted_area_start,26425089
Tall shrub,260702100,Medium,autumn,Graminoids,weighted_area_end,19494486
Tall shrub,260702100,Medium,autumn,Willow,weighted_area_start,34072515
Tall shrub,260702100,Medium,autumn,Willow,weighted_area_end,31862196
Tall shrub,260702100,Medium,autumn,Lichens,weighted_area_start,13467060
Tall shrub,260702100,Medium,autumn,Lichens,weighted_area_end,10005975
Open shrubs,35206200,Medium,autumn,Deciduous shrubs,weighted_area_start,9291312
Open shrubs,35206200,Medium,autumn,Deciduous shrubs,weighted_area_end,10449459
Open shrubs,35206200,Medium,autumn,Evergreen shrubs,weighted_area_start,7677108
Open shrubs,35206200,Medium,autumn,Evergreen shrubs,weighted_area_end,7673895
Open shrubs,35206200,Medium,autumn,Forbs,weighted_area_start,66015
Open shrubs,35206200,Medium,autumn,Forbs,weighted_area_end,89217
Open shrubs,35206200,Medium,autumn,Alder,weighted_area_start,196272
Open shrubs,35206200,Medium,autumn,Alder,weighted_area_end,416403
Open shrubs,35206200,Medium,autumn,Birch,weighted_area_start,5571063
Open shrubs,35206200,Medium,autumn,Birch,weighted_area_end,6293574
Open shrubs,35206200,Medium,autumn,Graminoids,weighted_area_start,2829879
Open shrubs,35206200,Medium,autumn,Graminoids,weighted_area_end,2669931
Open shrubs,35206200,Medium,autumn,Willow,weighted_area_start,1616148
Open shrubs,35206200,Medium,autumn,Willow,weighted_area_end,1663182
Open shrubs,35206200,Medium,autumn,Lichens,weighted_area_start,5633910
Open shrubs,35206200,Medium,autumn,Lichens,weighted_area_end,4313439
Herbaceous,776880000,Medium,autumn,Deciduous shrubs,weighted_area_start,229889430
Herbaceous,776880000,Medium,autumn,Deciduous shrubs,weighted_area_end,265151466
Herbaceous,776880000,Medium,autumn,Evergreen shrubs,weighted_area_start,156050820
Herbaceous,776880000,Medium,autumn,Evergreen shrubs,weighted_area_end,154586502
Herbaceous,776880000,Medium,autumn,Forbs,weighted_area_start,7579701
Herbaceous,776880000,Medium,autumn,Forbs,weighted_area_end,9788490
Herbaceous,776880000,Medium,autumn,Alder,weighted_area_start,5565726
Herbaceous,776880000,Medium,autumn,Alder,weighted_area_end,16359687
Herbaceous,776880000,Medium,autumn,Birch,weighted_area_start,110927106
Herbaceous,776880000,Medium,autumn,Birch,weighted_area_end,129856401
Herbaceous,776880000,Medium,autumn,Graminoids,weighted_area_start,111662973
Herbaceous,776880000,Medium,autumn,Graminoids,weighted_area_end,95504058
Herbaceous,776880000,Medium,autumn,Willow,weighted_area_start,66580947
Herbaceous,776880000,Medium,autumn,Willow,weighted_area_end,65733165
Herbaceous,776880000,Medium,autumn,Lichens,weighted_area_start,79503435
Herbaceous,776880000,Medium,autumn,Lichens,weighted_area_end,60640749
Tussock tundra,880344900,Medium,autumn,Deciduous shrubs,weighted_area_start,290409300
Tussock tundra,880344900,Medium,autumn,Deciduous shrubs,weighted_area_end,339172182
Tussock tundra,880344900,Medium,autumn,Evergreen shrubs,weighted_area_start,159499728
Tussock tundra,880344900,Medium,autumn,Evergreen shrubs,weighted_area_end,157787856
Tussock tundra,880344900,Medium,autumn,Forbs,weighted_area_start,2668320
Tussock tundra,880344900,Medium,autumn,Forbs,weighted_area_end,4052079
Tussock tundra,880344900,Medium,autumn,Alder,weighted_area_start,4780332
Tussock tundra,880344900,Medium,autumn,Alder,weighted_area_end,15453207
Tussock tundra,880344900,Medium,autumn,Birch,weighted_area_start,182662227
Tussock tundra,880344900,Medium,autumn,Birch,weighted_area_end,210487671
Tussock tundra,880344900,Medium,autumn,Graminoids,weighted_area_start,142576326
Tussock tundra,880344900,Medium,autumn,Graminoids,weighted_area_end,111814650
Tussock tundra,880344900,Medium,autumn,Willow,weighted_area_start,63893529
Tussock tundra,880344900,Medium,autumn,Willow,weighted_area_end,61505163
Tussock tundra,880344900,Medium,autumn,Lichens,weighted_area_start,80627049
Tussock tundra,880344900,Medium,autumn,Lichens,weighted_area_end,60961599
Sparsely vegetated,960406200,Medium,autumn,Deciduous shrubs,weighted_area_start,79065027
Sparsely vegetated,960406200,Medium,autumn,Deciduous shrubs,weighted_area_end,94704408
Sparsely vegetated,960406200,Medium,autumn,Evergreen shrubs,weighted_area_start,234038943
Sparsely vegetated,960406200,Medium,autumn,Evergreen shrubs,weighted_area_end,230434605
Sparsely vegetated,960406200,Medium,autumn,Forbs,weighted_area_start,11673450
Sparsely vegetated,960406200,Medium,autumn,Forbs,weighted_area_end,13805028
Sparsely vegetated,960406200,Medium,autumn,Alder,weighted_area_start,164682
Sparsely vegetated,960406200,Medium,autumn,Alder,weighted_area_end,626607
Sparsely vegetated,960406200,Medium,autumn,Birch,weighted_area_start,33377049
Sparsely vegetated,960406200,Medium,autumn,Birch,weighted_area_end,42298983
Sparsely vegetated,960406200,Medium,autumn,Graminoids,weighted_area_start,56288889
Sparsely vegetated,960406200,Medium,autumn,Graminoids,weighted_area_end,59899077
Sparsely vegetated,960406200,Medium,autumn,Willow,weighted_area_start,21987351
Sparsely vegetated,960406200,Medium,autumn,Willow,weighted_area_end,25032591
Sparsely vegetated,960406200,Medium,autumn,Lichens,weighted_area_start,143073738
Sparsely vegetated,960406200,Medium,autumn,Lichens,weighted_area_end,134123544
Fen,1091898000,Medium,autumn,Deciduous shrubs,weighted_area_start,376351200
Fen,1091898000,Medium,autumn,Deciduous shrubs,weighted_area_end,430198281
Fen,1091898000,Medium,autumn,Evergreen shrubs,weighted_area_start,174388662
Fen,1091898000,Medium,autumn,Evergreen shrubs,weighted_area_end,170970615
Fen,1091898000,Medium,autumn,Forbs,weighted_area_start,2199141
Fen,1091898000,Medium,autumn,Forbs,weighted_area_end,4764384
Fen,1091898000,Medium,autumn,Alder,weighted_area_start,13724658
Fen,1091898000,Medium,autumn,Alder,weighted_area_end,32483817
Fen,1091898000,Medium,autumn,Birch,weighted_area_start,218249748
Fen,1091898000,Medium,autumn,Birch,weighted_area_end,248634315
Fen,1091898000,Medium,autumn,Graminoids,weighted_area_start,103317039
Fen,1091898000,Medium,autumn,Graminoids,weighted_area_end,73038645
Fen,1091898000,Medium,autumn,Willow,weighted_area_start,96545871
Fen,1091898000,Medium,autumn,Willow,weighted_area_end,92778318
Fen,1091898000,Medium,autumn,Lichens,weighted_area_start,91406178
Fen,1091898000,Medium,autumn,Lichens,weighted_area_end,69396975
Bog,9000,Medium,autumn,Deciduous shrubs,weighted_area_start,2133
Bog,9000,Medium,autumn,Deciduous shrubs,weighted_area_end,2367
Bog,9000,Medium,autumn,Evergreen shrubs,weighted_area_start,1503
Bog,9000,Medium,autumn,Evergreen shrubs,weighted_area_end,1476
Bog,9000,Medium,autumn,Forbs,weighted_area_start,36
Bog,9000,Medium,autumn,Forbs,weighted_area_end,81
Bog,9000,Medium,autumn,Alder,weighted_area_start,180
Bog,9000,Medium,autumn,Alder,weighted_area_end,288
