LC,caribou_density,season,pft,change_type,change_count
Bog,None,autumn,Forbs,Increase >= RMSE,NA
Bog,None,autumn,Forbs,Decrease,17
Bog,None,autumn,Forbs,|Decrease| >= RMSE,NA
Bog,None,autumn,Alder,No change,121
Bog,None,autumn,Alder,Increase,29
Bog,None,autumn,Alder,Increase >= RMSE,4
Bog,None,autumn,Alder,Decrease,4
Bog,None,autumn,Alder,|Decrease| >= RMSE,1
Bog,None,autumn,Birch,No change,40
Bog,None,autumn,Birch,Increase,45
Bog,None,autumn,Birch,Increase >= RMSE,4
Bog,None,autumn,Birch,Decrease,65
Bog,None,autumn,Birch,|Decrease| >= RMSE,5
Bog,None,autumn,Graminoids,No change,65
Bog,None,autumn,Graminoids,Increase,65
Bog,None,autumn,Graminoids,Increase >= RMSE,1
Bog,None,autumn,Graminoids,Decrease,27
Bog,None,autumn,Graminoids,|Decrease| >= RMSE,1
Bog,None,autumn,Willow,No change,110
Bog,None,autumn,Willow,Increase,37
Bog,None,autumn,Willow,Increase >= RMSE,2
Bog,None,autumn,Willow,Decrease,10
Bog,None,autumn,Willow,|Decrease| >= RMSE,NA
Bog,None,autumn,Lichens,No change,44
Bog,None,autumn,Lichens,Increase,57
Bog,None,autumn,Lichens,Increase >= RMSE,3
Bog,None,autumn,Lichens,Decrease,46
Bog,None,autumn,Lichens,|Decrease| >= RMSE,9
Shallows/littoral,None,autumn,Deciduous shrubs,No change,14
Shallows/littoral,None,autumn,Deciduous shrubs,Increase,NA
Shallows/littoral,None,autumn,Deciduous shrubs,Increase >= RMSE,14
Shallows/littoral,None,autumn,Deciduous shrubs,Decrease,NA
Shallows/littoral,None,autumn,Deciduous shrubs,|Decrease| >= RMSE,NA
Shallows/littoral,None,autumn,Evergreen shrubs,No change,2
Shallows/littoral,None,autumn,Evergreen shrubs,Increase,8
Shallows/littoral,None,autumn,Evergreen shrubs,Increase >= RMSE,16
Shallows/littoral,None,autumn,Evergreen shrubs,Decrease,2
Shallows/littoral,None,autumn,Evergreen shrubs,|Decrease| >= RMSE,NA
Shallows/littoral,None,autumn,Forbs,No change,13
Shallows/littoral,None,autumn,Forbs,Increase,4
Shallows/littoral,None,autumn,Forbs,Increase >= RMSE,1
Shallows/littoral,None,autumn,Forbs,Decrease,5
Shallows/littoral,None,autumn,Forbs,|Decrease| >= RMSE,5
Shallows/littoral,None,autumn,Alder,No change,28
Shallows/littoral,None,autumn,Alder,Increase,NA
Shallows/littoral,None,autumn,Alder,Increase >= RMSE,NA
Shallows/littoral,None,autumn,Alder,Decrease,NA
Shallows/littoral,None,autumn,Alder,|Decrease| >= RMSE,NA
Shallows/littoral,None,autumn,Birch,No change,17
Shallows/littoral,None,autumn,Birch,Increase,2
Shallows/littoral,None,autumn,Birch,Increase >= RMSE,9
Shallows/littoral,None,autumn,Birch,Decrease,NA
Shallows/littoral,None,autumn,Birch,|Decrease| >= RMSE,NA
Shallows/littoral,None,autumn,Graminoids,No change,11
Shallows/littoral,None,autumn,Graminoids,Increase,5
Shallows/littoral,None,autumn,Graminoids,Increase >= RMSE,11
Shallows/littoral,None,autumn,Graminoids,Decrease,1
Shallows/littoral,None,autumn,Graminoids,|Decrease| >= RMSE,NA
Shallows/littoral,None,autumn,Willow,No change,8
Shallows/littoral,None,autumn,Willow,Increase,2
Shallows/littoral,None,autumn,Willow,Increase >= RMSE,3
Shallows/littoral,None,autumn,Willow,Decrease,11
Shallows/littoral,None,autumn,Willow,|Decrease| >= RMSE,4
Shallows/littoral,None,autumn,Lichens,No change,9
Shallows/littoral,None,autumn,Lichens,Increase,1
Shallows/littoral,None,autumn,Lichens,Increase >= RMSE,17
Shallows/littoral,None,autumn,Lichens,Decrease,1
Shallows/littoral,None,autumn,Lichens,|Decrease| >= RMSE,NA
Barren,None,autumn,Deciduous shrubs,No change,467418.0863
Barren,None,autumn,Deciduous shrubs,Increase,89263.76863
Barren,None,autumn,Deciduous shrubs,Increase >= RMSE,47267.79608
Barren,None,autumn,Deciduous shrubs,Decrease,48394.23137
Barren,None,autumn,Deciduous shrubs,|Decrease| >= RMSE,6453.509804
Barren,None,autumn,Evergreen shrubs,No change,217224.6549
Barren,None,autumn,Evergreen shrubs,Increase,267162.8
Barren,None,autumn,Evergreen shrubs,Increase >= RMSE,3988.823529
Barren,None,autumn,Evergreen shrubs,Decrease,170251.1137
Barren,None,autumn,Evergreen shrubs,|Decrease| >= RMSE,170
Barren,None,autumn,Forbs,No change,399155.1765
Barren,None,autumn,Forbs,Increase,87446.41569
Barren,None,autumn,Forbs,Increase >= RMSE,2687.321569
Barren,None,autumn,Forbs,Decrease,166165.9451
Barren,None,autumn,Forbs,|Decrease| >= RMSE,3342.533333
Barren,None,autumn,Alder,No change,648968.8235
Barren,None,autumn,Alder,Increase,7306.094118
Barren,None,autumn,Alder,Increase >= RMSE,1493
Barren,None,autumn,Alder,Decrease,1019.47451
Barren,None,autumn,Alder,|Decrease| >= RMSE,10
Barren,None,autumn,Birch,No change,482243.898
Barren,None,autumn,Birch,Increase,98615.13725
Barren,None,autumn,Birch,Increase >= RMSE,28461.91765
Barren,None,autumn,Birch,Decrease,44938.82745
Barren,None,autumn,Birch,|Decrease| >= RMSE,4537.611765
Barren,None,autumn,Graminoids,No change,373313.3647
Barren,None,autumn,Graminoids,Increase,166647.7451
Barren,None,autumn,Graminoids,Increase >= RMSE,6983.984314
Barren,None,autumn,Graminoids,Decrease,109646.298
Barren,None,autumn,Graminoids,|Decrease| >= RMSE,2206
Barren,None,autumn,Willow,No change,452891.3294
Barren,None,autumn,Willow,Increase,86953.27059
Barren,None,autumn,Willow,Increase >= RMSE,2516
Barren,None,autumn,Willow,Decrease,109656.2706
Barren,None,autumn,Willow,|Decrease| >= RMSE,6780.521569
Barren,None,autumn,Lichens,No change,162585.9255
Barren,None,autumn,Lichens,Increase,299417.8431
Barren,None,autumn,Lichens,Increase >= RMSE,10593.39608
Barren,None,autumn,Lichens,Decrease,183951.6118
Barren,None,autumn,Lichens,|Decrease| >= RMSE,2248.615686
Water,None,autumn,Deciduous shrubs,No change,8
Water,None,autumn,Deciduous shrubs,Increase,NA
Water,None,autumn,Deciduous shrubs,Increase >= RMSE,4
Water,None,autumn,Deciduous shrubs,Decrease,NA
Water,None,autumn,Deciduous shrubs,|Decrease| >= RMSE,NA
Water,None,autumn,Evergreen shrubs,No change,2
Water,None,autumn,Evergreen shrubs,Increase,3
Water,None,autumn,Evergreen shrubs,Increase >= RMSE,7
Water,None,autumn,Evergreen shrubs,Decrease,NA
Water,None,autumn,Evergreen shrubs,|Decrease| >= RMSE,NA
Water,None,autumn,Forbs,No change,5
Water,None,autumn,Forbs,Increase,3
Water,None,autumn,Forbs,Increase >= RMSE,NA
Water,None,autumn,Forbs,Decrease,2
Water,None,autumn,Forbs,|Decrease| >= RMSE,2
Water,None,autumn,Alder,No change,12
Water,None,autumn,Alder,Increase,NA
Water,None,autumn,Alder,Increase >= RMSE,NA
Water,None,autumn,Alder,Decrease,NA
Water,None,autumn,Alder,|Decrease| >= RMSE,NA
Water,None,autumn,Birch,No change,8
Water,None,autumn,Birch,Increase,1
Water,None,autumn,Birch,Increase >= RMSE,3
Water,None,autumn,Birch,Decrease,NA
Water,None,autumn,Birch,|Decrease| >= RMSE,NA
Water,None,autumn,Graminoids,No change,4
Water,None,autumn,Graminoids,Increase,NA
Water,None,autumn,Graminoids,Increase >= RMSE,8
Water,None,autumn,Graminoids,Decrease,NA
Water,None,autumn,Graminoids,|Decrease| >= RMSE,NA
Water,None,autumn,Willow,No change,2
Water,None,autumn,Willow,Increase,1
Water,None,autumn,Willow,Increase >= RMSE,2
Water,None,autumn,Willow,Decrease,7
Water,None,autumn,Willow,|Decrease| >= RMSE,NA
Water,None,autumn,Lichens,No change,4
Water,None,autumn,Lichens,Increase,1
Water,None,autumn,Lichens,Increase >= RMSE,6
Water,None,autumn,Lichens,Decrease,NA
Water,None,autumn,Lichens,|Decrease| >= RMSE,1
Evergreen forest,Low,autumn,Deciduous shrubs,No change,74935
Evergreen forest,Low,autumn,Deciduous shrubs,Increase,129210
Evergreen forest,Low,autumn,Deciduous shrubs,Increase >= RMSE,12008
Evergreen forest,Low,autumn,Deciduous shrubs,Decrease,32630
Evergreen forest,Low,autumn,Deciduous shrubs,|Decrease| >= RMSE,1535
Evergreen forest,Low,autumn,Evergreen shrubs,No change,122270
Evergreen forest,Low,autumn,Evergreen shrubs,Increase,58477
Evergreen forest,Low,autumn,Evergreen shrubs,Increase >= RMSE,983
Evergreen forest,Low,autumn,Evergreen shrubs,Decrease,68510
Evergreen forest,Low,autumn,Evergreen shrubs,|Decrease| >= RMSE,78
Evergreen forest,Low,autumn,Forbs,No change,234702
Evergreen forest,Low,autumn,Forbs,Increase,8672
Evergreen forest,Low,autumn,Forbs,Increase >= RMSE,146
Evergreen forest,Low,autumn,Forbs,Decrease,6539
Evergreen forest,Low,autumn,Forbs,|Decrease| >= RMSE,259
Evergreen forest,Low,autumn,Alder,No change,97267
Evergreen forest,Low,autumn,Alder,Increase,128348
Evergreen forest,Low,autumn,Alder,Increase >= RMSE,5709
Evergreen forest,Low,autumn,Alder,Decrease,18965
Evergreen forest,Low,autumn,Alder,|Decrease| >= RMSE,29
Evergreen forest,Low,autumn,Birch,No change,82427
Evergreen forest,Low,autumn,Birch,Increase,93433
Evergreen forest,Low,autumn,Birch,Increase >= RMSE,5242
Evergreen forest,Low,autumn,Birch,Decrease,66403
Evergreen forest,Low,autumn,Birch,|Decrease| >= RMSE,2813
Evergreen forest,Low,autumn,Graminoids,No change,237520
Evergreen forest,Low,autumn,Graminoids,Increase,5047
Evergreen forest,Low,autumn,Graminoids,Increase >= RMSE,169
Evergreen forest,Low,autumn,Graminoids,Decrease,7296
Evergreen forest,Low,autumn,Graminoids,|Decrease| >= RMSE,286
Evergreen forest,Low,autumn,Willow,No change,130613
Evergreen forest,Low,autumn,Willow,Increase,44722
Evergreen forest,Low,autumn,Willow,Increase >= RMSE,146
Evergreen forest,Low,autumn,Willow,Decrease,74694
Evergreen forest,Low,autumn,Willow,|Decrease| >= RMSE,143
Evergreen forest,Low,autumn,Lichens,No change,56089
Evergreen forest,Low,autumn,Lichens,Increase,34202
Evergreen forest,Low,autumn,Lichens,Increase >= RMSE,296
Evergreen forest,Low,autumn,Lichens,Decrease,152731
Evergreen forest,Low,autumn,Lichens,|Decrease| >= RMSE,7000
Deciduous forest,Low,autumn,Deciduous shrubs,No change,1
Deciduous forest,Low,autumn,Deciduous shrubs,Increase,15
Deciduous forest,Low,autumn,Deciduous shrubs,Increase >= RMSE,NA
Deciduous forest,Low,autumn,Deciduous shrubs,Decrease,17
Deciduous forest,Low,autumn,Deciduous shrubs,|Decrease| >= RMSE,NA
Deciduous forest,Low,autumn,Evergreen shrubs,No change,3
Deciduous forest,Low,autumn,Evergreen shrubs,Increase,8
Deciduous forest,Low,autumn,Evergreen shrubs,Increase >= RMSE,NA
Deciduous forest,Low,autumn,Evergreen shrubs,Decrease,22
Deciduous forest,Low,autumn,Evergreen shrubs,|Decrease| >= RMSE,NA
Deciduous forest,Low,autumn,Forbs,No change,31
Deciduous forest,Low,autumn,Forbs,Increase,NA
Deciduous forest,Low,autumn,Forbs,Increase >= RMSE,NA
Deciduous forest,Low,autumn,Forbs,Decrease,2
Deciduous forest,Low,autumn,Forbs,|Decrease| >= RMSE,NA
Deciduous forest,Low,autumn,Alder,No change,4
Deciduous forest,Low,autumn,Alder,Increase,17
Deciduous forest,Low,autumn,Alder,Increase >= RMSE,5
Deciduous forest,Low,autumn,Alder,Decrease,7
Deciduous forest,Low,autumn,Alder,|Decrease| >= RMSE,NA
Deciduous forest,Low,autumn,Birch,No change,7
Deciduous forest,Low,autumn,Birch,Increase,15
Deciduous forest,Low,autumn,Birch,Increase >= RMSE,1
Deciduous forest,Low,autumn,Birch,Decrease,10
Deciduous forest,Low,autumn,Birch,|Decrease| >= RMSE,NA
Deciduous forest,Low,autumn,Graminoids,No change,29
Deciduous forest,Low,autumn,Graminoids,Increase,NA
Deciduous forest,Low,autumn,Graminoids,Increase >= RMSE,NA
Deciduous forest,Low,autumn,Graminoids,Decrease,4
Deciduous forest,Low,autumn,Graminoids,|Decrease| >= RMSE,NA
Deciduous forest,Low,autumn,Willow,No change,5
Deciduous forest,Low,autumn,Willow,Increase,8
Deciduous forest,Low,autumn,Willow,Increase >= RMSE,NA
Deciduous forest,Low,autumn,Willow,Decrease,19
Deciduous forest,Low,autumn,Willow,|Decrease| >= RMSE,1
Deciduous forest,Low,autumn,Lichens,No change,5
Deciduous forest,Low,autumn,Lichens,Increase,NA
Deciduous forest,Low,autumn,Lichens,Increase >= RMSE,NA
Deciduous forest,Low,autumn,Lichens,Decrease,27
Deciduous forest,Low,autumn,Lichens,|Decrease| >= RMSE,1
Mixed forest,Low,autumn,Deciduous shrubs,No change,1192
Mixed forest,Low,autumn,Deciduous shrubs,Increase,4956
Mixed forest,Low,autumn,Deciduous shrubs,Increase >= RMSE,23
Mixed forest,Low,autumn,Deciduous shrubs,Decrease,2576
Mixed forest,Low,autumn,Deciduous shrubs,|Decrease| >= RMSE,9
Mixed forest,Low,autumn,Evergreen shrubs,No change,2383
Mixed forest,Low,autumn,Evergreen shrubs,Increase,1952
Mixed forest,Low,autumn,Evergreen shrubs,Increase >= RMSE,36
Mixed forest,Low,autumn,Evergreen shrubs,Decrease,4377
Mixed forest,Low,autumn,Evergreen shrubs,|Decrease| >= RMSE,8
Mixed forest,Low,autumn,Forbs,No change,7584
Mixed forest,Low,autumn,Forbs,Increase,630
Mixed forest,Low,autumn,Forbs,Increase >= RMSE,12
Mixed forest,Low,autumn,Forbs,Decrease,520
Mixed forest,Low,autumn,Forbs,|Decrease| >= RMSE,10
Mixed forest,Low,autumn,Alder,No change,1977
Mixed forest,Low,autumn,Alder,Increase,4493
Mixed forest,Low,autumn,Alder,Increase >= RMSE,1102
Mixed forest,Low,autumn,Alder,Decrease,1138
Mixed forest,Low,autumn,Alder,|Decrease| >= RMSE,46
Mixed forest,Low,autumn,Birch,No change,1354
Mixed forest,Low,autumn,Birch,Increase,3977
Mixed forest,Low,autumn,Birch,Increase >= RMSE,220
Mixed forest,Low,autumn,Birch,Decrease,3102
Mixed forest,Low,autumn,Birch,|Decrease| >= RMSE,103
Mixed forest,Low,autumn,Graminoids,No change,4978
Mixed forest,Low,autumn,Graminoids,Increase,670
Mixed forest,Low,autumn,Graminoids,Increase >= RMSE,6
Mixed forest,Low,autumn,Graminoids,Decrease,3012
Mixed forest,Low,autumn,Graminoids,|Decrease| >= RMSE,90
Mixed forest,Low,autumn,Willow,No change,2478
Mixed forest,Low,autumn,Willow,Increase,1959
Mixed forest,Low,autumn,Willow,Increase >= RMSE,34
Mixed forest,Low,autumn,Willow,Decrease,4225
Mixed forest,Low,autumn,Willow,|Decrease| >= RMSE,60
Mixed forest,Low,autumn,Lichens,No change,2470
Mixed forest,Low,autumn,Lichens,Increase,1011
Mixed forest,Low,autumn,Lichens,Increase >= RMSE,36
Mixed forest,Low,autumn,Lichens,Decrease,4975
Mixed forest,Low,autumn,Lichens,|Decrease| >= RMSE,264
Woodland,Low,autumn,Deciduous shrubs,No change,688080
Woodland,Low,autumn,Deciduous shrubs,Increase,1315773
Woodland,Low,autumn,Deciduous shrubs,Increase >= RMSE,45008
Woodland,Low,autumn,Deciduous shrubs,Decrease,412776
Woodland,Low,autumn,Deciduous shrubs,|Decrease| >= RMSE,8876
Woodland,Low,autumn,Evergreen shrubs,No change,1077952
Woodland,Low,autumn,Evergreen shrubs,Increase,714869
Woodland,Low,autumn,Evergreen shrubs,Increase >= RMSE,1794
Woodland,Low,autumn,Evergreen shrubs,Decrease,675434
Woodland,Low,autumn,Evergreen shrubs,|Decrease| >= RMSE,464
Woodland,Low,autumn,Forbs,No change,2328472
Woodland,Low,autumn,Forbs,Increase,82022
Woodland,Low,autumn,Forbs,Increase >= RMSE,1308
Woodland,Low,autumn,Forbs,Decrease,56917
Woodland,Low,autumn,Forbs,|Decrease| >= RMSE,1794
Woodland,Low,autumn,Alder,No change,1165610
Woodland,Low,autumn,Alder,Increase,1087144
Woodland,Low,autumn,Alder,Increase >= RMSE,56379
Woodland,Low,autumn,Alder,Decrease,160910
Woodland,Low,autumn,Alder,|Decrease| >= RMSE,470
Woodland,Low,autumn,Birch,No change,670004
Woodland,Low,autumn,Birch,Increase,984951
Woodland,Low,autumn,Birch,Increase >= RMSE,46453
Woodland,Low,autumn,Birch,Decrease,751152
Woodland,Low,autumn,Birch,|Decrease| >= RMSE,17953
Woodland,Low,autumn,Graminoids,No change,1842887
Woodland,Low,autumn,Graminoids,Increase,185337
Woodland,Low,autumn,Graminoids,Increase >= RMSE,4385
Woodland,Low,autumn,Graminoids,Decrease,417251
Woodland,Low,autumn,Graminoids,|Decrease| >= RMSE,20653
Woodland,Low,autumn,Willow,No change,1214787
Woodland,Low,autumn,Willow,Increase,522962
Woodland,Low,autumn,Willow,Increase >= RMSE,1099
Woodland,Low,autumn,Willow,Decrease,728666
Woodland,Low,autumn,Willow,|Decrease| >= RMSE,2999
Woodland,Low,autumn,Lichens,No change,536542
Woodland,Low,autumn,Lichens,Increase,380417
Woodland,Low,autumn,Lichens,Increase >= RMSE,2742
Woodland,Low,autumn,Lichens,Decrease,1486051
Woodland,Low,autumn,Lichens,|Decrease| >= RMSE,64761
Low shrub,Low,autumn,Deciduous shrubs,No change,168302
Low shrub,Low,autumn,Deciduous shrubs,Increase,427073
Low shrub,Low,autumn,Deciduous shrubs,Increase >= RMSE,15459
Low shrub,Low,autumn,Deciduous shrubs,Decrease,259948
Low shrub,Low,autumn,Deciduous shrubs,|Decrease| >= RMSE,3026
Low shrub,Low,autumn,Evergreen shrubs,No change,220552
Low shrub,Low,autumn,Evergreen shrubs,Increase,344705
Low shrub,Low,autumn,Evergreen shrubs,Increase >= RMSE,4408
Low shrub,Low,autumn,Evergreen shrubs,Decrease,302940
Low shrub,Low,autumn,Evergreen shrubs,|Decrease| >= RMSE,1203
Low shrub,Low,autumn,Forbs,No change,789554
Low shrub,Low,autumn,Forbs,Increase,58948
Low shrub,Low,autumn,Forbs,Increase >= RMSE,479
Low shrub,Low,autumn,Forbs,Decrease,24368
Low shrub,Low,autumn,Forbs,|Decrease| >= RMSE,459
Low shrub,Low,autumn,Alder,No change,542020
Low shrub,Low,autumn,Alder,Increase,252846
Low shrub,Low,autumn,Alder,Increase >= RMSE,33001
Low shrub,Low,autumn,Alder,Decrease,44687
Low shrub,Low,autumn,Alder,|Decrease| >= RMSE,1254
Low shrub,Low,autumn,Birch,No change,159812
Low shrub,Low,autumn,Birch,Increase,382642
Low shrub,Low,autumn,Birch,Increase >= RMSE,43996
Low shrub,Low,autumn,Birch,Decrease,271288
Low shrub,Low,autumn,Birch,|Decrease| >= RMSE,16070
Low shrub,Low,autumn,Graminoids,No change,414619
Low shrub,Low,autumn,Graminoids,Increase,116259
Low shrub,Low,autumn,Graminoids,Increase >= RMSE,3242
Low shrub,Low,autumn,Graminoids,Decrease,321483
Low shrub,Low,autumn,Graminoids,|Decrease| >= RMSE,18205
Low shrub,Low,autumn,Willow,No change,347769
Low shrub,Low,autumn,Willow,Increase,218507
Low shrub,Low,autumn,Willow,Increase >= RMSE,3457
Low shrub,Low,autumn,Willow,Decrease,297386
Low shrub,Low,autumn,Willow,|Decrease| >= RMSE,6689
Low shrub,Low,autumn,Lichens,No change,289368
Low shrub,Low,autumn,Lichens,Increase,151975
Low shrub,Low,autumn,Lichens,Increase >= RMSE,3115
Low shrub,Low,autumn,Lichens,Decrease,413972
Low shrub,Low,autumn,Lichens,|Decrease| >= RMSE,15378
Tall shrub,Low,autumn,Deciduous shrubs,No change,30830
Tall shrub,Low,autumn,Deciduous shrubs,Increase,135419
Tall shrub,Low,autumn,Deciduous shrubs,Increase >= RMSE,2199
Tall shrub,Low,autumn,Deciduous shrubs,Decrease,72892
Tall shrub,Low,autumn,Deciduous shrubs,|Decrease| >= RMSE,433
Tall shrub,Low,autumn,Evergreen shrubs,No change,54784
Tall shrub,Low,autumn,Evergreen shrubs,Increase,91899
Tall shrub,Low,autumn,Evergreen shrubs,Increase >= RMSE,2000
Tall shrub,Low,autumn,Evergreen shrubs,Decrease,92440
Tall shrub,Low,autumn,Evergreen shrubs,|Decrease| >= RMSE,650
Tall shrub,Low,autumn,Forbs,No change,177304
Tall shrub,Low,autumn,Forbs,Increase,42955
Tall shrub,Low,autumn,Forbs,Increase >= RMSE,86
Tall shrub,Low,autumn,Forbs,Decrease,21211
Tall shrub,Low,autumn,Forbs,|Decrease| >= RMSE,217
Tall shrub,Low,autumn,Alder,No change,121182
Tall shrub,Low,autumn,Alder,Increase,76903
Tall shrub,Low,autumn,Alder,Increase >= RMSE,27497
Tall shrub,Low,autumn,Alder,Decrease,15070
Tall shrub,Low,autumn,Alder,|Decrease| >= RMSE,1121
Tall shrub,Low,autumn,Birch,No change,30769
Tall shrub,Low,autumn,Birch,Increase,117382
Tall shrub,Low,autumn,Birch,Increase >= RMSE,11593
Tall shrub,Low,autumn,Birch,Decrease,76897
Tall shrub,Low,autumn,Birch,|Decrease| >= RMSE,5132
Tall shrub,Low,autumn,Graminoids,No change,81326
Tall shrub,Low,autumn,Graminoids,Increase,23298
Tall shrub,Low,autumn,Graminoids,Increase >= RMSE,517
Tall shrub,Low,autumn,Graminoids,Decrease,129019
Tall shrub,Low,autumn,Graminoids,|Decrease| >= RMSE,7613
Tall shrub,Low,autumn,Willow,No change,52729
Tall shrub,Low,autumn,Willow,Increase,64906
Tall shrub,Low,autumn,Willow,Increase >= RMSE,1243
Tall shrub,Low,autumn,Willow,Decrease,120233
Tall shrub,Low,autumn,Willow,|Decrease| >= RMSE,2662
Tall shrub,Low,autumn,Lichens,No change,86186
Tall shrub,Low,autumn,Lichens,Increase,27793
Tall shrub,Low,autumn,Lichens,Increase >= RMSE,1053
Tall shrub,Low,autumn,Lichens,Decrease,121810
